update,area1,area2,day,spot,ruby,atr,
,中央,東京都,,都営地下鉄大江戸線 勝どき駅～築地市場駅間,とえいちかてつおおえどせん かちどきえき～つきじしじょうえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 上野御徒町駅,とえいちかてつおおえどせん うえのおかちまちえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 上野御徒町駅～新御徒町駅間,とえいちかてつおおえどせん うえのおかちまちえき～しんおかちまちえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新御徒町駅,とえいちかてつおおえどせん しんおかちまちえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新御徒町駅～蔵前駅間,とえいちかてつおおえどせん しんおかちまちえき～くらまええきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新江古田駅,とえいちかてつおおえどせん しんえごたえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新江古田駅～練馬駅間,とえいちかてつおおえどせん しんえごたえき～ねりまえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新宿駅～都庁前駅間,とえいちかてつおおえどせん しんじゅくえき～とちょうまええきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新宿西口駅,とえいちかてつおおえどせん しんじゅくにしぐちえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 新宿西口駅～東新宿駅間,とえいちかてつおおえどせん しんじゅくにしぐちえき～ひがししんじゅくえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 森下駅,とえいちかてつおおえどせん もりしたえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 森下駅～清澄白河駅間,とえいちかてつおおえどせん もりしたえき～きよすみしらかわえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 清澄白河駅,とえいちかてつおおえどせん きよすみしらかわえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 清澄白河駅～門前仲町駅間,とえいちかてつおおえどせん きよすみしらかわえき～もんぜんなかちょうえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 西新宿五丁目駅,とえいちかてつおおえどせん にししんじゅくごちょうめえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 西新宿五丁目駅～中野坂上駅間,とえいちかてつおおえどせん にししんじゅくごちょうめえき～なかのさかうええきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 青山一丁目駅,とえいちかてつおおえどせん あおやまいっちょうめえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 青山一丁目駅～国立競技場駅間,とえいちかてつおおえどせん あおやまいっちょうめえき～こくりつきょうぎじょうえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 赤羽橋駅,とえいちかてつおおえどせん あかばねばしえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 赤羽橋駅～麻布十番駅間,とえいちかてつおおえどせん あかばねばしえき～あざぶじゅうばんえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 蔵前駅,とえいちかてつおおえどせん くらまええき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 蔵前駅～両国駅間,とえいちかてつおおえどせん くらまええき～りょうごくえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 代々木駅,とえいちかてつおおえどせん よよぎえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 代々木駅～新宿駅間,とえいちかてつおおえどせん よよぎえき～しんじゅくえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 大門駅,とえいちかてつおおえどせん だいもんえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 大門駅～赤羽橋駅間,とえいちかてつおおえどせん だいもんえき～あかばねばしえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 築地市場駅,とえいちかてつおおえどせん つきじしじょうえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 築地市場駅～汐留駅間,とえいちかてつおおえどせん つきじしじょうえき～しおどめえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 中井駅,とえいちかてつおおえどせん なかいえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 中井駅～落合南長崎駅間,とえいちかてつおおえどせん なかいえき～おちあいみなみながさきえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 中野坂上駅,とえいちかてつおおえどせん なかのさかうええき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 中野坂上駅～東中野駅間,とえいちかてつおおえどせん なかのさかうええき～ひがしなかのえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 都庁前駅～新宿西口駅間,とえいちかてつおおえどせん とちょうまええき～しんじゅくにしぐちえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 都庁前駅～西新宿五丁目駅間,とえいちかてつおおえどせん とちょうまええき～にししんじゅくごちょうめえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 東新宿駅,とえいちかてつおおえどせん ひがししんじゅくえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 東新宿駅～若松河田駅間,とえいちかてつおおえどせん ひがししんじゅくえき～わかまつかわだえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 東中野駅,とえいちかてつおおえどせん ひがしなかのえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 東中野駅～中井駅間,とえいちかてつおおえどせん ひがしなかのえき～なかいえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 飯田橋駅,とえいちかてつおおえどせん いいだばしえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 飯田橋駅～春日駅間,とえいちかてつおおえどせん いいだばしえき～かすがえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 豊島園駅,とえいちかてつおおえどせん としまえんえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 豊島園駅～練馬春日町駅間,とえいちかてつおおえどせん としまえんえき～ねりまかすがちょうえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 本郷三丁目駅,とえいちかてつおおえどせん ほんごうさんちょうめえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 本郷三丁目駅～上野御徒町駅間,とえいちかてつおおえどせん ほんごうさんちょうめえき～うえのおかちまちえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 麻布十番駅,とえいちかてつおおえどせん あざぶじゅうばんえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 麻布十番駅～六本木駅間,とえいちかてつおおえどせん あざぶじゅうばんえき～ろっぽんぎえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 門前仲町駅,とえいちかてつおおえどせん もんぜんなかちょうえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 門前仲町駅～月島駅間,とえいちかてつおおえどせん もんぜんなかちょうえき～つきしまえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 落合南長崎駅,とえいちかてつおおえどせん おちあいみなみながさきえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 落合南長崎駅～新江古田駅間,とえいちかてつおおえどせん おちあいみなみながさきえき～しんえごたえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 両国駅,とえいちかてつおおえどせん りょうごくえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 両国駅～森下駅間,とえいちかてつおおえどせん りょうごくえき～もりしたえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 練馬駅,とえいちかてつおおえどせん ねりまえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 練馬駅～豊島園駅間,とえいちかてつおおえどせん ねりまえき～としまえんえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 練馬春日町駅,とえいちかてつおおえどせん ねりまかすがちょうえき,鉄道,
,中央,東京都,,都営地下鉄大江戸線 練馬春日町駅～光が丘駅間,とえいちかてつおおえどせん ねりまかすがちょうえきかん～ひかりがおかえきかん,鉄道,
,中央,東京都,,都営地下鉄大江戸線 六本木駅～青山一丁目駅間,とえいちかてつおおえどせん ろっぽんぎえき～あおやまいっちょうめえきかん,鉄道,
,中央,東京都,,東急多摩川線 多摩川駅,とうきゅうたまがわせん たまがわえき,鉄道,
,中央,東京都,,東急多摩川線 多摩川駅～沼部駅間,とうきゅうたまがわせん たまがわえき～ぬまべえきかん,鉄道,
,中央,東京都,,東急大井町線 大岡山駅,とうきゅうおおいまちせん おおおかやまえき,鉄道,
,中央,東京都,,東急大井町線 北千束駅～大岡山駅間,とうきゅうおおいまちせん きたせんぞくえき～おおおかやまえきかん,鉄道,
,中央,東京都,,東急池上線 荏原中延駅,とうきゅういけがみせん えばらなかのぶえき,鉄道,
,中央,東京都,,東急池上線 荏原中延駅～旗の台駅間,とうきゅういけがみせん えばらなかのぶえき～はたのだいえきかん,鉄道,
,中央,東京都,,東急池上線 旗の台駅～長原駅間,とうきゅういけがみせん はたのだいえき～ながはらえきかん,鉄道,
,中央,東京都,,東急池上線 戸越銀座駅～荏原中延駅間,とうきゅういけがみせん とごしぎんざえき～えばらなかのぶえきかん,鉄道,
,中央,東京都,,東急池上線 長原駅,とうきゅういけがみせん ながはらえき,鉄道,
,中央,東京都,,東急池上線 長原駅～洗足池駅間,とうきゅういけがみせん ながはらえき～せんぞくいけえきかん,鉄道,
,中央,東京都,,東急田園都市線 駒沢大学駅,とうきゅうでんえんとしせん こまざわだいがくえき,鉄道,
,中央,東京都,,東急田園都市線 駒沢大学駅～桜新町駅間,とうきゅうでんえんとしせん こまざわだいがくえき～さくらしんまちえきかん,鉄道,
,中央,東京都,,東急田園都市線 桜新町駅,とうきゅうでんえんとしせん さくらしんまちえき,鉄道,
,中央,東京都,,東急田園都市線 桜新町駅～用賀駅間,とうきゅうでんえんとしせん さくらしんまちえき～ようがえきかん,鉄道,
,中央,東京都,,東急田園都市線 三軒茶屋駅,とうきゅうでんえんとしせん さんげんぢゃやえき,鉄道,
,中央,東京都,,東急田園都市線 三軒茶屋駅～駒沢大学駅間,とうきゅうでんえんとしせん さんげんぢゃやえき～こまざわだいがくえきかん,鉄道,
,中央,東京都,,東急田園都市線 渋谷駅～池尻大橋駅間,とうきゅうでんえんとしせん しぶやえき～いけじりおおはしえきかん,鉄道,
,中央,東京都,,東急田園都市線 池尻大橋駅,とうきゅうでんえんとしせん いけじりおおはしえき,鉄道,
,中央,東京都,,東急田園都市線 池尻大橋駅～三軒茶屋駅間,とうきゅうでんえんとしせん いけじりおおはしえき～さんげんぢゃやえきかん,鉄道,
,中央,東京都,,東急田園都市線 用賀駅,とうきゅうでんえんとしせん ようがえき,鉄道,
,中央,東京都,,東急田園都市線 用賀駅～二子玉川駅間,とうきゅうでんえんとしせん ようがえき～ふたこたまがわえきかん,鉄道,
,中央,東京都,,東急東横線 自由が丘駅～田園調布駅間,とうきゅうとうよこせん じゆうがおかえき～でんえんちょうふえきかん,鉄道,
,中央,東京都,,東急東横線 渋谷駅～代官山駅間,とうきゅうとうよこせん しぶやえき～だいかんやまえきかん,鉄道,
,中央,東京都,,東急東横線 多摩川駅,とうきゅうとうよこせん たまがわえき,鉄道,
,中央,東京都,,東急東横線 代官山駅～中目黒駅間,とうきゅうとうよこせん だいかんやまえき～なかめぐろえきかん,鉄道,
,中央,東京都,,東急東横線 田園調布駅,とうきゅうとうよこせん でんえんちょうふえき,鉄道,
,中央,東京都,,東急東横線 田園調布駅～多摩川駅間,とうきゅうとうよこせん でんえんちょうふえき～たまがわえきかん,鉄道,
,中央,東京都,,東急目黒線 奥沢駅～田園調布駅間,とうきゅうめぐろせん おくさわえき～でんえんちょうふえきかん,鉄道,
,中央,東京都,,東急目黒線 西小山駅,とうきゅうめぐろせん にしこやまえき,鉄道,
,中央,東京都,,東急目黒線 西小山駅～洗足駅間,とうきゅうめぐろせん にしこやまえき～せんぞくえきかん,鉄道,
,中央,東京都,,東急目黒線 洗足駅,とうきゅうめぐろせん せんぞくえき,鉄道,
,中央,東京都,,東急目黒線 洗足駅～大岡山駅間,とうきゅうめぐろせん せんぞくえき～おおおかやまえきかん,鉄道,
,中央,東京都,,東急目黒線 多摩川駅,とうきゅうめぐろせん たまがわえき,鉄道,
,中央,東京都,,東急目黒線 大岡山駅,とうきゅうめぐろせん おおおかやまえき,鉄道,
,中央,東京都,,東急目黒線 田園調布駅,とうきゅうめぐろせん でんえんちょうふえき,鉄道,
,中央,東京都,,東急目黒線 田園調布駅～多摩川駅間,とうきゅうめぐろせん でんえんちょうふえき～たまがわえきかん,鉄道,
,中央,東京都,,東急目黒線 不動前駅～武蔵小山駅間,とうきゅうめぐろせん ふどうまええき～むさしこやまえきかん,鉄道,
,中央,東京都,,東急目黒線 武蔵小山駅,とうきゅうめぐろせん むさしこやまえき,鉄道,
,中央,東京都,,東急目黒線 武蔵小山駅～西小山駅間,とうきゅうめぐろせん むさしこやまえき～にしこやまえきかん,鉄道,
,中央,東京都,,東急目黒線 目黒駅,とうきゅうめぐろせん めぐろえき,鉄道,
,中央,東京都,,東急目黒線 目黒駅～不動前駅間,とうきゅうめぐろせん めぐろえき～ふどうまええきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 荻窪駅,とうきょうめとろまるのうちせん おぎくぼえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 荻窪駅～南阿佐ケ谷駅間,とうきょうめとろまるのうちせん おぎくぼえき～みなみあさがやえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 霞ケ関駅,とうきょうめとろまるのうちせん かすみがせきえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 霞ケ関駅～銀座駅間,とうきょうめとろまるのうちせん かすみがせきえき～ぎんざえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 銀座駅,とうきょうめとろまるのうちせん ぎんざえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 銀座駅～東京駅間,とうきょうめとろまるのうちせん ぎんざえき～とうきょうえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 後楽園駅,とうきょうめとろまるのうちせん こうらくえんえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 後楽園駅～茗荷谷駅間,とうきょうめとろまるのうちせん こうらくえんえき～みょうがだにえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 御茶ノ水駅,とうきょうめとろまるのうちせん おちゃのみずえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 御茶ノ水駅～本郷三丁目駅間,とうきょうめとろまるのうちせん おちゃのみずえき～ほんごうさんちょうめえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 国会議事堂前駅,とうきょうめとろまるのうちせん こっかいぎじどうまええき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 国会議事堂前駅～霞ケ関駅間,とうきょうめとろまるのうちせん こっかいぎじどうまええき～かすみがせきえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 四ツ谷駅,とうきょうめとろまるのうちせん よつやえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 四ツ谷駅～赤坂見附駅間,とうきょうめとろまるのうちせん よつやえき～あかさかみつけえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 四谷三丁目駅,とうきょうめとろまるのうちせん よつやさんちょうめえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 四谷三丁目駅～四ツ谷駅間,とうきょうめとろまるのうちせん よつやさんちょうめえき～よつやえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新高円寺駅,とうきょうめとろまるのうちせん しんこうえんじえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新高円寺駅～東高円寺駅間,とうきょうめとろまるのうちせん しんこうえんじえき～ひがしこうえんじえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新宿駅～新宿三丁目駅間,とうきょうめとろまるのうちせん しんじゅくえき～しんじゅくさんちょうめえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新宿御苑前駅,とうきょうめとろまるのうちせん しんじゅくぎょえんまええき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新宿御苑前駅～四谷三丁目駅間,とうきょうめとろまるのうちせん しんじゅくぎょえんまええき～よつやさんちょうめえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新宿三丁目駅,とうきょうめとろまるのうちせん しんじゅくさんちょうめえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新宿三丁目駅～新宿御苑前駅間,とうきょうめとろまるのうちせん しんじゅくさんちょうめえき～しんじゅくぎょえんまええきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新大塚駅,とうきょうめとろまるのうちせん しんおおつかえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新大塚駅～池袋駅間,とうきょうめとろまるのうちせん しんおおつかえき～いけぶくろえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新中野駅,とうきょうめとろまるのうちせん しんなかのえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 新中野駅～中野坂上駅間,とうきょうめとろまるのうちせん しんなかのえき～なかのさかうええきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 西新宿駅～新宿駅間,とうきょうめとろまるのうちせん にししんじゅくえき～しんじゅくえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 赤坂見附駅～国会議事堂前駅間,とうきょうめとろまるのうちせん あかさかみつけえき～こっかいぎじどうまええきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 大手町駅～淡路町駅間,とうきょうめとろまるのうちせん おおてまちえき～あわじちょうえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 淡路町駅,とうきょうめとろまるのうちせん あわじちょうえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 淡路町駅～御茶ノ水駅間,とうきょうめとろまるのうちせん あわじちょうえき～おちゃのみずえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 池袋駅,とうきょうめとろまるのうちせん いけぶくろえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野坂上駅,とうきょうめとろまるのうちせん なかのさかうええき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野坂上駅～西新宿駅間,とうきょうめとろまるのうちせん なかのさかうええき～にししんじゅくえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野新橋駅,とうきょうめとろまるのうちせん なかのしんばしえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野新橋駅～中野坂上駅間,とうきょうめとろまるのうちせん なかのしんばしえき～なかのさかうええきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野富士見町駅,とうきょうめとろまるのうちせん なかのふじみちょうえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 中野富士見町駅～中野新橋駅間,とうきょうめとろまるのうちせん なかのふじみちょうえき～なかのしんばしえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 東京駅,とうきょうめとろまるのうちせん とうきょうえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 東京駅～大手町駅間,とうきょうめとろまるのうちせん とうきょうえき～おおてまちえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 東高円寺駅,とうきょうめとろまるのうちせん ひがしこうえんじえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 東高円寺駅～新中野駅間,とうきょうめとろまるのうちせん ひがしこうえんじえき～しんなかのえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 南阿佐ケ谷駅,とうきょうめとろまるのうちせん みなみあさがやえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 南阿佐ケ谷駅～新高円寺駅間,とうきょうめとろまるのうちせん みなみあさがやえき～しんこうえんじえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 方南町駅,とうきょうめとろまるのうちせん ほうなんちょうえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 方南町駅～中野富士見町駅間,とうきょうめとろまるのうちせん ほうなんちょうえき～なかのふじみちょうえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 本郷三丁目駅,とうきょうめとろまるのうちせん ほんごうさんちょうめえき,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 本郷三丁目駅～後楽園駅間,とうきょうめとろまるのうちせん ほんごうさんちょうめえき～こうらくえんえきかん,鉄道,
,中央,東京都,,東京メトロ丸ノ内線 茗荷谷駅～新大塚駅間,とうきょうめとろまるのうちせん みょうがだにえき～しんおおつかえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 稲荷町駅,とうきょうめとろぎんざせん いなりちょうえき,鉄道,
,中央,東京都,,東京メトロ銀座線 稲荷町駅～田原町駅間,とうきょうめとろぎんざせん いなりまちえき～たわらまちえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 外苑前駅,とうきょうめとろぎんざせん がいえんまええき,鉄道,
,中央,東京都,,東京メトロ銀座線 外苑前駅～青山一丁目駅間,とうきょうめとろぎんざせん がいえんまええき～あおやまいっちょうめえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 京橋駅,とうきょうめとろぎんざせん きょうばしえき,鉄道,
,中央,東京都,,東京メトロ銀座線 京橋駅～日本橋駅間,とうきょうめとろぎんざせん きょうばしえき～にほんばしえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 銀座駅,とうきょうめとろぎんざせん ぎんざえき,鉄道,
,中央,東京都,,東京メトロ銀座線 銀座駅～京橋駅間,とうきょうめとろぎんざせん ぎんざえき～きょうばしえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 虎ノ門駅,とうきょうめとろぎんざせん とらのもんえき,鉄道,
,中央,東京都,,東京メトロ銀座線 虎ノ門駅～新橋駅間,とうきょうめとろぎんざせん とらのもんえき～しんばしえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 三越前駅,とうきょうめとろぎんざせん みつこしまええき,鉄道,
,中央,東京都,,東京メトロ銀座線 三越前駅～神田駅間,とうきょうめとろぎんざせん みつこしまええき～かんだえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 渋谷駅～表参道駅間,とうきょうめとろぎんざせん しぶやえき～おもてさんどうえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 上野駅～稲荷町駅間,とうきょうめとろぎんざせん うえのえき～いなりまちえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 上野広小路駅,とうきょうめとろぎんざせん うえのひろこうじえき,鉄道,
,中央,東京都,,東京メトロ銀座線 上野広小路駅～上野駅間,とうきょうめとろぎんざせん うえのひろこうじえき～うえのえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 新橋駅～銀座駅間,とうきょうめとろぎんざせん しんばしえき～ぎんざえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 神田駅,とうきょうめとろぎんざせん かんだえき,鉄道,
,中央,東京都,,東京メトロ銀座線 神田駅～末広町駅間,とうきょうめとろぎんざせん かんだえき～すえひろちょうえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 青山一丁目駅,とうきょうめとろぎんざせん あおやまいっちょうめえき,鉄道,
,中央,東京都,,東京メトロ銀座線 青山一丁目駅～赤坂見附駅間,とうきょうめとろぎんざせん あおやまいっちょうめえき～あかさかみつけえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 赤坂見附駅,とうきょうめとろぎんざせん あかさかみつけえき,鉄道,
,中央,東京都,,東京メトロ銀座線 赤坂見附駅～溜池山王駅間,とうきょうめとろぎんざせん あかさかみつけえき～ためいけさんのうえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 浅草駅,とうきょうめとろぎんざせん あさくさえき,鉄道,
,中央,東京都,,東京メトロ銀座線 田原町駅,とうきょうめとろぎんざせん たわらまちえき,鉄道,
,中央,東京都,,東京メトロ銀座線 田原町駅～浅草駅間,とうきょうめとろぎんざせん たわらまちえき～あさくさえきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 日本橋駅,とうきょうめとろぎんざせん にほんばしえき,鉄道,
,中央,東京都,,東京メトロ銀座線 日本橋駅～三越前駅間,とうきょうめとろぎんざせん にほんばしえき～みつこしまええきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 表参道駅,とうきょうめとろぎんざせん おもてさんどうえき,鉄道,
,中央,東京都,,東京メトロ銀座線 表参道駅～外苑前駅間,とうきょうめとろぎんざせん おもてさんどうえき～がいえんまええきかん,鉄道,
,中央,東京都,,東京メトロ銀座線 末広町駅,とうきょうめとろぎんざせん すえひろちょうえき,鉄道,
,中央,東京都,,東京メトロ銀座線 末広町駅～上野広小路駅間,とうきょうめとろぎんざせん すえひろちょうえき～うえのひろこうじえきかん,鉄道,
